id,unique_id,raceid,racetype,racetypeid,ballotorder,candidateid,description,delegatecount,electiondate,fipscode,first,incumbent,initialization_data,is_ballot_measure,last,lastupdated,level,national,officeid,officename,party,polid,polnum,precinctsreporting,precinctsreportingpct,precinctstotal,reportingunitid,reportingunitname,runoff,seatname,seatnum,statename,statepostal,test,uncontested,votecount,votepct,winner
12059-polnum-14435-county-11003,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13005,Tim,True,False,False,Echols,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,14435,5,100.0,5,county-11003,Bacon,False,District 2,2,Georgia,GA,True,False,543,0.437198,False
12059-polnum-15142-county-11003,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13005,Kellie,False,False,False,Austin,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,15142,5,100.0,5,county-11003,Bacon,False,District 2,2,Georgia,GA,True,False,120,0.096618,False
12059-polnum-14435-county-11004,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13007,Tim,True,False,False,Echols,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,14435,5,100.0,5,county-11004,Baker,False,District 2,2,Georgia,GA,True,False,434,0.93133,False
12059-polnum-15143-county-11004,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13007,Michelle,False,False,False,Miller,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,15143,5,100.0,5,county-11004,Baker,False,District 2,2,Georgia,GA,True,False,21,0.045064,False
12059-polnum-15142-county-11004,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13007,Kellie,False,False,False,Austin,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,15142,5,100.0,5,county-11004,Baker,False,District 2,2,Georgia,GA,True,False,11,0.023605,False
12059-polnum-14435-county-11005,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13009,Tim,True,False,False,Echols,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,14435,14,100.0,14,county-11005,Baldwin,False,District 2,2,Georgia,GA,True,False,2128,0.435174,False
12059-polnum-15143-county-11005,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13009,Michelle,False,False,False,Miller,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,15143,14,100.0,14,county-11005,Baldwin,False,District 2,2,Georgia,GA,True,False,1964,0.401636,False
12059-polnum-15142-county-11005,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13009,Kellie,False,False,False,Austin,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,15142,14,100.0,14,county-11005,Baldwin,False,District 2,2,Georgia,GA,True,False,798,0.16319,False
12059-polnum-14435-county-11006,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13011,Tim,True,False,False,Echols,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,14435,13,100.0,13,county-11006,Banks,False,District 2,2,Georgia,GA,True,False,1089,0.546412,False
12059-polnum-15143-county-11006,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13011,Michelle,False,False,False,Miller,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,15143,13,100.0,13,county-11006,Banks,False,District 2,2,Georgia,GA,True,False,629,0.315605,False
12059-polnum-15142-county-11006,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13011,Kellie,False,False,False,Austin,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,15142,13,100.0,13,county-11006,Banks,False,District 2,2,Georgia,GA,True,False,275,0.137983,False
12059-polnum-15143-county-11007,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13013,Michelle,False,False,False,Miller,2016-05-18T16:47:24Z,county,True,0,PSC,GOP,,15143,16,100.0,16,county-11007,Barrow,False,District 2,2,Georgia,GA,True,False,4057,0.480175,False
12059-polnum-14435-county-11007,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13013,Tim,True,False,False,Echols,2016-05-18T16:47:24Z,county,True,0,PSC,GOP,,14435,16,100.0,16,county-11007,Barrow,False,District 2,2,Georgia,GA,True,False,3330,0.394129,False
12059-polnum-15142-county-11007,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13013,Kellie,False,False,False,Austin,2016-05-18T16:47:24Z,county,True,0,PSC,GOP,,15142,16,100.0,16,county-11007,Barrow,False,District 2,2,Georgia,GA,True,False,1062,0.125695,False
12059-polnum-15143-county-11008,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13015,Michelle,False,False,False,Miller,2016-05-18T16:54:15Z,county,True,0,PSC,GOP,,15143,17,100.0,17,county-11008,Bartow,False,District 2,2,Georgia,GA,True,False,5781,0.484049,False
12059-polnum-14435-county-11008,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13015,Tim,True,False,False,Echols,2016-05-18T16:54:15Z,county,True,0,PSC,GOP,,14435,17,100.0,17,county-11008,Bartow,False,District 2,2,Georgia,GA,True,False,4918,0.411789,False
12059-polnum-15142-county-11008,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13015,Kellie,False,False,False,Austin,2016-05-18T16:54:15Z,county,True,0,PSC,GOP,,15142,17,100.0,17,county-11008,Bartow,False,District 2,2,Georgia,GA,True,False,1244,0.104161,False
12059-polnum-15143-county-11009,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13017,Michelle,False,False,False,Miller,2016-05-18T16:41:06Z,county,True,0,PSC,GOP,,15143,2,100.0,2,county-11009,Ben Hill,False,District 2,2,Georgia,GA,True,False,897,0.495033,False
12059-polnum-14435-county-11009,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13017,Tim,True,False,False,Echols,2016-05-18T16:41:06Z,county,True,0,PSC,GOP,,14435,2,100.0,2,county-11009,Ben Hill,False,District 2,2,Georgia,GA,True,False,606,0.334437,False
12059-polnum-15142-county-11009,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13017,Kellie,False,False,False,Austin,2016-05-18T16:41:06Z,county,True,0,PSC,GOP,,15142,2,100.0,2,county-11009,Ben Hill,False,District 2,2,Georgia,GA,True,False,309,0.17053,False
12059-polnum-15143-county-11010,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13019,Michelle,False,False,False,Miller,2016-05-18T16:13:24Z,county,True,0,PSC,GOP,,15143,0,0.0,5,county-11010,Berrien,False,District 2,2,Georgia,GA,True,False,0,0.0,False
12059-polnum-15142-county-11010,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13019,Kellie,False,False,False,Austin,2016-05-18T16:13:24Z,county,True,0,PSC,GOP,,15142,0,0.0,5,county-11010,Berrien,False,District 2,2,Georgia,GA,True,False,0,0.0,False
12059-polnum-14435-county-11010,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13019,Tim,True,False,False,Echols,2016-05-18T16:13:24Z,county,True,0,PSC,GOP,,14435,0,0.0,5,county-11010,Berrien,False,District 2,2,Georgia,GA,True,False,0,0.0,False
12059-polnum-14435-county-11011,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13021,Tim,True,False,False,Echols,2016-05-18T16:34:51Z,county,True,0,PSC,GOP,,14435,33,100.0,33,county-11011,Bibb,False,District 2,2,Georgia,GA,True,False,9781,0.502698,False
12059-polnum-15143-county-11011,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13021,Michelle,False,False,False,Miller,2016-05-18T16:34:51Z,county,True,0,PSC,GOP,,15143,33,100.0,33,county-11011,Bibb,False,District 2,2,Georgia,GA,True,False,6631,0.340803,False
12059-polnum-15142-county-11011,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13021,Kellie,False,False,False,Austin,2016-05-18T16:34:51Z,county,True,0,PSC,GOP,,15142,33,100.0,33,county-11011,Bibb,False,District 2,2,Georgia,GA,True,False,3045,0.156499,False
12059-polnum-15143-county-11012,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13023,Michelle,False,False,False,Miller,2016-05-18T16:13:24Z,county,True,0,PSC,GOP,,15143,0,0.0,1,county-11012,Bleckley,False,District 2,2,Georgia,GA,True,False,0,0.0,False
12059-polnum-14435-county-11012,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13023,Tim,True,False,False,Echols,2016-05-18T16:13:24Z,county,True,0,PSC,GOP,,14435,0,0.0,1,county-11012,Bleckley,False,District 2,2,Georgia,GA,True,False,0,0.0,False
12059-polnum-15142-county-11012,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13023,Kellie,False,False,False,Austin,2016-05-18T16:13:24Z,county,True,0,PSC,GOP,,15142,0,0.0,1,county-11012,Bleckley,False,District 2,2,Georgia,GA,True,False,0,0.0,False
12059-polnum-14435-county-11013,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13025,Tim,True,False,False,Echols,2016-05-18T16:13:24Z,county,True,0,PSC,GOP,,14435,0,0.0,3,county-11013,Brantley,False,District 2,2,Georgia,GA,True,False,0,0.0,False
12059-polnum-15143-county-11013,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13025,Michelle,False,False,False,Miller,2016-05-18T16:13:24Z,county,True,0,PSC,GOP,,15143,0,0.0,3,county-11013,Brantley,False,District 2,2,Georgia,GA,True,False,0,0.0,False
12059-polnum-15142-county-11013,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13025,Kellie,False,False,False,Austin,2016-05-18T16:13:24Z,county,True,0,PSC,GOP,,15142,0,0.0,3,county-11013,Brantley,False,District 2,2,Georgia,GA,True,False,0,0.0,False
12059-polnum-15142-county-11014,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13027,Kellie,False,False,False,Austin,2016-05-18T16:13:24Z,county,True,0,PSC,GOP,,15142,0,0.0,7,county-11014,Brooks,False,District 2,2,Georgia,GA,True,False,0,0.0,False
12059-polnum-14435-county-11014,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13027,Tim,True,False,False,Echols,2016-05-18T16:13:24Z,county,True,0,PSC,GOP,,14435,0,0.0,7,county-11014,Brooks,False,District 2,2,Georgia,GA,True,False,0,0.0,False
12059-polnum-15143-county-11014,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13027,Michelle,False,False,False,Miller,2016-05-18T16:13:24Z,county,True,0,PSC,GOP,,15143,0,0.0,7,county-11014,Brooks,False,District 2,2,Georgia,GA,True,False,0,0.0,False
12059-polnum-15143-county-11015,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13029,Michelle,False,False,False,Miller,2016-05-18T16:13:24Z,county,True,0,PSC,GOP,,15143,0,0.0,10,county-11015,Bryan,False,District 2,2,Georgia,GA,True,False,0,0.0,False
12059-polnum-15142-county-11015,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13029,Kellie,False,False,False,Austin,2016-05-18T16:13:24Z,county,True,0,PSC,GOP,,15142,0,0.0,10,county-11015,Bryan,False,District 2,2,Georgia,GA,True,False,0,0.0,False
12059-polnum-14435-county-11015,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13029,Tim,True,False,False,Echols,2016-05-18T16:13:24Z,county,True,0,PSC,GOP,,14435,0,0.0,10,county-11015,Bryan,False,District 2,2,Georgia,GA,True,False,0,0.0,False
12059-polnum-15142-county-11016,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13031,Kellie,False,False,False,Austin,2016-05-18T16:13:24Z,county,True,0,PSC,GOP,,15142,0,0.0,16,county-11016,Bulloch,False,District 2,2,Georgia,GA,True,False,0,0.0,False
12059-polnum-14435-county-11016,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13031,Tim,True,False,False,Echols,2016-05-18T16:13:24Z,county,True,0,PSC,GOP,,14435,0,0.0,16,county-11016,Bulloch,False,District 2,2,Georgia,GA,True,False,0,0.0,False
12059-polnum-15143-county-11016,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13031,Michelle,False,False,False,Miller,2016-05-18T16:13:24Z,county,True,0,PSC,GOP,,15143,0,0.0,16,county-11016,Bulloch,False,District 2,2,Georgia,GA,True,False,0,0.0,False
12059-polnum-14435-county-11017,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13033,Tim,True,False,False,Echols,2016-05-18T16:47:24Z,county,True,0,PSC,GOP,,14435,16,100.0,16,county-11017,Burke,False,District 2,2,Georgia,GA,True,False,1352,0.463967,False
12059-polnum-15143-county-11017,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13033,Michelle,False,False,False,Miller,2016-05-18T16:47:24Z,county,True,0,PSC,GOP,,15143,16,100.0,16,county-11017,Burke,False,District 2,2,Georgia,GA,True,False,1109,0.380577,False
12059-polnum-15142-county-11017,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13033,Kellie,False,False,False,Austin,2016-05-18T16:47:24Z,county,True,0,PSC,GOP,,15142,16,100.0,16,county-11017,Burke,False,District 2,2,Georgia,GA,True,False,453,0.155456,False
12059-polnum-14435-county-11018,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13035,Tim,True,False,False,Echols,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,14435,5,100.0,5,county-11018,Butts,False,District 2,2,Georgia,GA,True,False,1327,0.459328,False
12059-polnum-15143-county-11018,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13035,Michelle,False,False,False,Miller,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,15143,5,100.0,5,county-11018,Butts,False,District 2,2,Georgia,GA,True,False,1134,0.392523,False
12059-polnum-15142-county-11018,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13035,Kellie,False,False,False,Austin,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,15142,5,100.0,5,county-11018,Butts,False,District 2,2,Georgia,GA,True,False,428,0.148148,False
12059-polnum-15143-county-11019,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13037,Michelle,False,False,False,Miller,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,15143,5,100.0,5,county-11019,Calhoun,False,District 2,2,Georgia,GA,True,False,384,0.61244,False
12059-polnum-15142-county-11019,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13037,Kellie,False,False,False,Austin,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,15142,5,100.0,5,county-11019,Calhoun,False,District 2,2,Georgia,GA,True,False,125,0.199362,False
12059-polnum-14435-county-11019,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13037,Tim,True,False,False,Echols,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,14435,5,100.0,5,county-11019,Calhoun,False,District 2,2,Georgia,GA,True,False,118,0.188198,False
12059-polnum-14435-county-11020,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13039,Tim,True,False,False,Echols,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,14435,14,100.0,14,county-11020,Camden,False,District 2,2,Georgia,GA,True,False,2810,0.500089,False
12059-polnum-15143-county-11020,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13039,Michelle,False,False,False,Miller,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,15143,14,100.0,14,county-11020,Camden,False,District 2,2,Georgia,GA,True,False,1988,0.3538,False
12059-polnum-15142-county-11020,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13039,Kellie,False,False,False,Austin,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,15142,14,100.0,14,county-11020,Camden,False,District 2,2,Georgia,GA,True,False,821,0.146111,False
12059-polnum-14435-county-11021,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13043,Tim,True,False,False,Echols,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,14435,2,100.0,2,county-11021,Candler,False,District 2,2,Georgia,GA,True,False,504,0.467967,False
12059-polnum-15143-county-11021,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13043,Michelle,False,False,False,Miller,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,15143,2,100.0,2,county-11021,Candler,False,District 2,2,Georgia,GA,True,False,435,0.4039,False
12059-polnum-15142-county-11021,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13043,Kellie,False,False,False,Austin,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,15142,2,100.0,2,county-11021,Candler,False,District 2,2,Georgia,GA,True,False,138,0.128134,False
12059-polnum-14435-county-11022,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13045,Tim,True,False,False,Echols,2016-05-18T16:31:46Z,county,True,0,PSC,GOP,,14435,30,100.0,30,county-11022,Carroll,False,District 2,2,Georgia,GA,True,False,7402,0.571274,False
12059-polnum-15143-county-11022,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13045,Michelle,False,False,False,Miller,2016-05-18T16:31:46Z,county,True,0,PSC,GOP,,15143,30,100.0,30,county-11022,Carroll,False,District 2,2,Georgia,GA,True,False,4006,0.309177,False
12059-polnum-15142-county-11022,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13045,Kellie,False,False,False,Austin,2016-05-18T16:31:46Z,county,True,0,PSC,GOP,,15142,30,100.0,30,county-11022,Carroll,False,District 2,2,Georgia,GA,True,False,1549,0.119549,False
12059-polnum-14435-county-11023,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13047,Tim,True,False,False,Echols,2016-05-18T16:41:06Z,county,True,0,PSC,GOP,,14435,11,100.0,11,county-11023,Catoosa,False,District 2,2,Georgia,GA,True,False,3786,0.475509,False
12059-polnum-15143-county-11023,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13047,Michelle,False,False,False,Miller,2016-05-18T16:41:06Z,county,True,0,PSC,GOP,,15143,11,100.0,11,county-11023,Catoosa,False,District 2,2,Georgia,GA,True,False,3136,0.393871,False
12059-polnum-15142-county-11023,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13047,Kellie,False,False,False,Austin,2016-05-18T16:41:06Z,county,True,0,PSC,GOP,,15142,11,100.0,11,county-11023,Catoosa,False,District 2,2,Georgia,GA,True,False,1040,0.13062,False
12059-polnum-15143-county-11024,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13049,Michelle,False,False,False,Miller,2016-05-18T16:50:44Z,county,True,0,PSC,GOP,,15143,9,100.0,9,county-11024,Charlton,False,District 2,2,Georgia,GA,True,False,497,0.439823,False
12059-polnum-14435-county-11024,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13049,Tim,True,False,False,Echols,2016-05-18T16:50:44Z,county,True,0,PSC,GOP,,14435,9,100.0,9,county-11024,Charlton,False,District 2,2,Georgia,GA,True,False,452,0.4,False
12059-polnum-15142-county-11024,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13049,Kellie,False,False,False,Austin,2016-05-18T16:50:44Z,county,True,0,PSC,GOP,,15142,9,100.0,9,county-11024,Charlton,False,District 2,2,Georgia,GA,True,False,181,0.160177,False
12059-polnum-14435-county-11025,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13051,Tim,True,False,False,Echols,2016-05-18T16:50:44Z,county,True,0,PSC,GOP,,14435,89,100.0,89,county-11025,Chatham,False,District 2,2,Georgia,GA,True,False,15395,0.446025,False
12059-polnum-15143-county-11025,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13051,Michelle,False,False,False,Miller,2016-05-18T16:50:44Z,county,True,0,PSC,GOP,,15143,89,100.0,89,county-11025,Chatham,False,District 2,2,Georgia,GA,True,False,14173,0.410621,False
12059-polnum-15142-county-11025,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13051,Kellie,False,False,False,Austin,2016-05-18T16:50:44Z,county,True,0,PSC,GOP,,15142,89,100.0,89,county-11025,Chatham,False,District 2,2,Georgia,GA,True,False,4948,0.143354,False
12059-polnum-15143-county-11026,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13053,Michelle,False,False,False,Miller,2016-05-18T16:13:24Z,county,True,0,PSC,GOP,,15143,0,0.0,1,county-11026,Chattahoochee,False,District 2,2,Georgia,GA,True,False,0,0.0,False
12059-polnum-15142-county-11026,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13053,Kellie,False,False,False,Austin,2016-05-18T16:13:24Z,county,True,0,PSC,GOP,,15142,0,0.0,1,county-11026,Chattahoochee,False,District 2,2,Georgia,GA,True,False,0,0.0,False
12059-polnum-14435-county-11026,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13053,Tim,True,False,False,Echols,2016-05-18T16:13:24Z,county,True,0,PSC,GOP,,14435,0,0.0,1,county-11026,Chattahoochee,False,District 2,2,Georgia,GA,True,False,0,0.0,False
12059-polnum-14435-county-11027,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13055,Tim,True,False,False,Echols,2016-05-18T16:41:06Z,county,True,0,PSC,GOP,,14435,13,100.0,13,county-11027,Chattooga,False,District 2,2,Georgia,GA,True,False,1667,0.647127,False
12059-polnum-15143-county-11027,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13055,Michelle,False,False,False,Miller,2016-05-18T16:41:06Z,county,True,0,PSC,GOP,,15143,13,100.0,13,county-11027,Chattooga,False,District 2,2,Georgia,GA,True,False,510,0.197981,False
12059-polnum-15142-county-11027,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13055,Kellie,False,False,False,Austin,2016-05-18T16:41:06Z,county,True,0,PSC,GOP,,15142,13,100.0,13,county-11027,Chattooga,False,District 2,2,Georgia,GA,True,False,399,0.154891,False
12059-polnum-14435-county-11028,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13057,Tim,True,False,False,Echols,2016-05-18T16:44:13Z,county,True,0,PSC,GOP,,14435,42,100.0,42,county-11028,Cherokee,False,District 2,2,Georgia,GA,True,False,14170,0.445611,False
12059-polnum-15143-county-11028,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13057,Michelle,False,False,False,Miller,2016-05-18T16:44:13Z,county,True,0,PSC,GOP,,15143,42,100.0,42,county-11028,Cherokee,False,District 2,2,Georgia,GA,True,False,12360,0.388691,False
12059-polnum-15142-county-11028,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13057,Kellie,False,False,False,Austin,2016-05-18T16:44:13Z,county,True,0,PSC,GOP,,15142,42,100.0,42,county-11028,Cherokee,False,District 2,2,Georgia,GA,True,False,5269,0.165697,False
12059-polnum-15143-county-11029,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13059,Michelle,False,False,False,Miller,2016-05-18T16:54:15Z,county,True,0,PSC,GOP,,15143,24,100.0,24,county-11029,Clarke,False,District 2,2,Georgia,GA,True,False,5571,0.424069,False
12059-polnum-14435-county-11029,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13059,Tim,True,False,False,Echols,2016-05-18T16:54:15Z,county,True,0,PSC,GOP,,14435,24,100.0,24,county-11029,Clarke,False,District 2,2,Georgia,GA,True,False,5360,0.408008,False
12059-polnum-15142-county-11029,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13059,Kellie,False,False,False,Austin,2016-05-18T16:54:15Z,county,True,0,PSC,GOP,,15142,24,100.0,24,county-11029,Clarke,False,District 2,2,Georgia,GA,True,False,2206,0.167923,False
12059-polnum-15143-county-11030,polnum-15143,12059,Primary,R,3,20478,,0,2016-05-24,13061,Michelle,False,False,False,Miller,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,15143,5,100.0,5,county-11030,Clay,False,District 2,2,Georgia,GA,True,False,319,0.763158,False
12059-polnum-15142-county-11030,polnum-15142,12059,Primary,R,1,20479,,0,2016-05-24,13061,Kellie,False,False,False,Austin,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,15142,5,100.0,5,county-11030,Clay,False,District 2,2,Georgia,GA,True,False,58,0.138756,False
12059-polnum-14435-county-11030,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13061,Tim,True,False,False,Echols,2016-05-18T16:37:58Z,county,True,0,PSC,GOP,,14435,5,100.0,5,county-11030,Clay,False,District 2,2,Georgia,GA,True,False,41,0.098086,False
12059-polnum-14435-county-11031,polnum-14435,12059,Primary,R,2,20480,,0,2016-05-24,13063,Tim,True,False,False,Echols,2016-05-18T16:54:15Z,county,True,0,PSC,GOP,,14435,58,100.0,58,county-11031,Clayton,False,District 2,2,Georgia,GA,True,False,13468,0.459251,False
